fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,total_acidity,ph_acidity_ratio,sulphates_alcohol_ratio,free_sulfur_percentage
1.017951257696846,0.0242563712251083,-1.664791042501574,0.466037965157252,1.6352651259170188,-0.6693369133114054,-0.08535736587962256,0.7461811194995958,-0.8414593548120918,0.1852743882606557,-0.17992983590453634,0.869598695123078,-0.9521547631405993,0.1580455249102963,-0.34967691418099883
-0.7357305101691921,-0.9356927387192584,0.8811454608628277,1.3682103573095803,0.27286842092438723,0.22575675420896774,-0.2744577412002411,-0.5127354360741828,-0.07917293131492882,-0.5321396659866162,-0.9203556642431496,-0.7675779514861893,0.43007892770840195,-0.2579202831003254,-0.19331961329702133
1.6103334106779534,1.0874052320461038,0.6758717145541799,-1.6922580308921644,1.3497650258131595,1.5877355053473394,-0.7653478744975002,-0.42101311252929524,0.40459236478232774,-0.4628705897327778,-1.5534931790875048,1.7741959986075424,-1.0510742981743237,0.0835163533679104,0.27180515505586006
-0.3193500837336199,0.9225661956907404,-1.703574086868971,1.1668207156279764,1.1555209759010436,0.2689896828945899,1.5369498184409067,1.6388368588340534,-0.47416111202251926,-0.13192822251522596,0.69735262038245,-0.3398548012116172,-0.1414940451925991,-0.3772375764503488,-0.35775327756952846
-1.1070039601550024,-1.0570807221980576,0.4252206419873313,-1.2262838599803787,-1.0175462786461427,-0.8122699125240661,0.15145649669321737,0.6675730616286799,-0.25746447699330055,-1.7098161505199008,-1.0657266085438855,-1.1851898398600098,0.9971884711392386,-1.4623252885266829,-0.38506701349878464
-1.3931723905298647,0.707416829720372,-0.5770139554287196,1.0975955212685522,0.37186086286288256,-1.645929462811606,-0.6192621909209157,0.5655238688319938,1.1967289173131368,-1.4261419919849436,1.2030918888657105,-1.3317729719302807,1.9237519190121453,-1.4218357233252614,-0.47580292468512003
-0.06439963080574997,-0.12870946314569567,-1.500489204499812,0.30843453968470935,-1.5433884340802557,1.5403903230421045,0.5395015269948875,-0.30092625944613755,0.22515244153868877,0.1581773723462477,0.22870674034313,-0.2014746399787143,-0.06639578860000343,-0.010146664257864303,-0.17125471070426043
-1.3379703969085117,0.6279356738044635,-0.7798187885803839,1.2903185643818522,0.3364611940463577,1.0335974452547738,-0.8031330730466593,-0.8124062615626206,-1.2903343847326807,0.013744953495585943,1.0044626198590518,-1.303712535775694,0.7795933561529352,-0.341899141800955,0.1698491278364365
0.8703036268066041,0.6183484485485665,-0.7747028621322499,-1.7146047060869962,0.03050055128903208,0.8279111262157782,-0.428155738370882,0.8339525331423361,-0.6297115210335693,1.478845055215211,-0.6433854273192408,0.8697517823114954,-0.9099718110249476,1.6178734862444464,-0.05474302399911517
-0.02656496688096489,1.5685624673865273,1.391903991279748,1.344005936357244,0.7030490870551053,0.8890079385969465,0.17696630405827452,0.7481320304062021,1.2672372890938746,0.8737728718808201,1.4019831788768435,0.28000137753373183,-0.17718776331061428,0.16780643527952377,-0.18652089633372823
0.4471465467670275,0.46724377353884633,-1.372862142453249,-0.4047242265478823,-0.19821099462277916,-0.25816560717044307,0.8149179613438408,-0.41553217815964166,-1.6402483868146673,1.5955493788339137,-1.5815368335845086,0.3858160355060892,-0.908576159041116,2.5696350140405544,-0.3650954033413107
1.1306522735140885,0.11466649484274759,-0.23124754997263536,-0.09068203743031453,-1.6288299075704167,-0.6231977661373325,1.4766544708150713,-0.5480393689268487,0.3729714023367951,0.39954844719985017,0.045084618813133005,1.1084692187039862,-0.8155716338289479,0.2600473029410245,-0.4177821298271221
-1.3504232485644774,-1.6098566945289519,-0.3008979644257725,0.5726223978961762,-0.9556038678365101,-1.7182940681827106,-0.7068744528827289,0.18855745302481552,1.0426529403315932,-0.1298417804594226,1.248987133899177,-1.5519437137398895,2.464770867292617,-0.501074906452264,-0.489745491668249
-1.605692634929917,0.05025552411419822,0.9748778214152216,-1.0632002275464416,1.2238341988676114,-0.5565855365286375,1.1727371331872416,-0.2777305363907613,-0.9364942403591904,-0.3140959796495915,0.04573478688400976,-1.4953318948801337,1.3384138721683125,-0.35529996796193486,-0.4043787405011052
1.2534747772408013,-0.2375244257112817,-1.2127719221866267,1.1733562767822716,-0.6746777941417159,-1.4199317996490908,0.028919128376750515,-1.1341228072493819,0.3500909027068115,-1.7452939165032708,0.01880729467718562,1.1061499765228786,-0.8189142243788169,-1.5871211921011912,-0.4547476528195218
-1.352674820605694,0.28051440225007185,-0.2469478532533304,1.4197733044009884,-0.3104254784007727,1.296140419451177,-0.9527656294874393,-0.1291299799701445,1.072666390163448,-1.3145215206502874,-1.4474971786840884,-1.3174675781023082,1.8346306775869958,-0.9579740316138902,0.3698550194408956
0.44854217066269503,-1.4083846057795235,-1.520496428013989,1.375297897038071,-0.8961149107225823,-1.3725109064032777,1.6515811627396497,1.0135952538990656,-1.2378245841248503,-0.09809956808097553,0.19845428199769125,0.14467593389386496,-0.6873711143614654,-0.21536082383780844,-0.4717534564749172
1.6698493923404703,-0.37461373013293325,1.3185230433751969,1.2183009702481609,-0.6509765414096365,-0.4866377424116486,1.5695942450715517,-0.30782664973140705,0.9836197747634164,0.1800128752101372,1.708326912976779,1.705494433033276,-0.9335170199648205,-0.3840459313132337,-0.4106827589650148
-1.3646632428077379,-0.23256197778663268,-1.412480578297666,-1.4285447993360219,1.4295558648474311,-1.1585602722864232,-1.0398524911335005,-1.2443695632029392,-1.3946207052840658,0.12460245141715133,1.618643657011976,-1.487281478002835,1.0996163257962133,-0.40229945365639586,-0.30758601694620935
-0.8652077025785346,1.1550062552980653,-1.1462250551638549,-0.8504455740353113,-1.7125185633410795,-1.0417449533068532,0.1748489615432735,-1.3427581320322906,1.1799646144647191,-0.0004380334453234016,-0.9038048102326128,-0.8033230735159331,0.9052172716285999,0.28491117776606656,-0.4134384992842898
-0.6091445072503715,1.315380748473194,-1.200721969397487,1.4859689438421049,0.20552100595029799,0.23488216841254592,-0.5924810571142729,1.7047247717821126,-0.3620937285597237,-0.6185572311377785,1.675663236356359,-0.5359405599158522,0.07631010519769915,-0.9136276018922542,-0.10801784832749464
